iter	RMSE
143	0.004861470275
144	0.004689514426
145	0.004522099007
146	0.004358028071
147	0.00419991016
148	0.004047529271
149	0.003900677241
150	0.003759153458
151	0.003635500804
152	0.003528198509
153	0.003400191061
154	0.003304558945
155	0.003185015719
156	0.003068973927
157	0.002986745851
158	0.002878799788
159	0.002775997557
160	0.002680549198
161	0.002588888536
162	0.002504386284
163	0.002414484301
164	0.002329718375
165	0.00224731699
166	0.002167992834
167	0.002089341056
168	0.00201763199
169	0.001950640886
170	0.001883998923
171	0.001815646435
172	0.001750053062
173	0.001686562018
174	0.001625209011
175	0.001566113899
176	0.001509194536
177	0.001454328687
178	0.001401566281
179	0.0013538968
180	0.001304777917
181	0.00125919083
182	0.001214080255
183	0.001170033795
184	0.00112758538
185	0.001086677031
186	0.001047252871
187	0.001009199529
188	0.0009736377273
189	0.0009383137193
190	0.0009053260392
191	0.0008724797292
192	0.0008408251633
193	0.0008103191004
194	0.0007809198688
195	0.0007525873086
196	0.0007252827173
197	0.0006989687966
198	0.0006736096015
199	0.0006491704913
200	0.0006256180823
201	0.000602920202
202	0.0005810223224
203	0.0005599423326
204	0.0005396271689
205	0.000520049081
206	0.0005011813253
207	0.0004829981286
208	0.0004654746529
209	0.0004485576071
210	0.0004322836877
211	0.0004166002152
212	0.0004014857663
213	0.0003869196953
214	0.0003729577046
215	0.000359427055
216	0.0003463873045
217	0.0003338206426
218	0.0003217099049
219	0.0003100385495
220	0.0002987906349
221	0.0002879507982
222	0.0002775042336
223	0.0002674366725
224	0.0002577343643
225	0.000248384057
226	0.0002393729795
227	0.0002306888242
228	0.0002223197299
229	0.0002142542658
230	0.0002064814158
231	0.0001989905637
232	0.0001917714781
233	0.0001848142992
234	0.0001781095246
235	0.0001716479971
236	0.0001654208912
237	0.000159419702
238	0.0001536362331
239	0.0001480625854
240	0.0001426911465
241	0.0001375145801
242	0.0001325258161
243	0.0001277180408
244	0.0001230846881
245	0.0001186194296
246	0.000114316167
247	0.0001101690229
248	0.0001061723332
249	0.0001023206396
250	9.860868138e-05
251	9.503138902e-05
252	9.158387682e-05
253	8.826143633e-05
254	8.505952994e-05
255	8.197378467e-05
256	7.899998621e-05
257	7.613407313e-05
258	7.337213137e-05
259	7.071038887e-05
260	6.814521041e-05
261	6.569231909e-05
262	6.330925977e-05
263	6.101265137e-05
264	5.879935755e-05
265	5.666635581e-05
266	5.462943013e-05
267	5.266834437e-05
268	5.075787853e-05
269	4.891671426e-05
270	4.71423376e-05
271	4.543232576e-05
272	4.378434386e-05
273	4.219614171e-05
274	4.066555076e-05
275	3.919048113e-05
276	3.776891875e-05
277	3.63989226e-05
278	3.50786221e-05
279	3.380621452e-05
280	3.25799625e-05
281	3.139819176e-05
282	3.02592887e-05
283	2.91616983e-05
284	2.810392192e-05
285	2.70845153e-05
286	2.610208657e-05
287	2.515529436e-05
288	2.424284594e-05
289	2.33634955e-05
290	2.251604241e-05
291	2.169932958e-05
292	2.092215226e-05
293	2.016328118e-05
294	1.943193614e-05
295	1.872711867e-05
296	1.804786652e-05
297	1.739325236e-05
298	1.676238247e-05
299	1.615439558e-05
300	1.556846164e-05
301	1.500378072e-05
302	1.44595819e-05
303	1.393512224e-05
304	1.342968573e-05
305	1.294258234e-05
306	1.247314708e-05
307	1.202073906e-05
308	1.158474067e-05
309	1.116455668e-05
310	1.075961344e-05
311	1.036935815e-05
312	9.993258019e-06
313	9.630799609e-06
314	9.281488095e-06
315	8.944846606e-06
316	8.620415567e-06
317	8.307752074e-06
318	8.006429287e-06
319	7.716035853e-06
320	7.436175337e-06
321	7.166465684e-06
322	6.9065387e-06
323	6.656039545e-06
324	6.41462625e-06
325	6.181969252e-06
326	5.957750939e-06
327	5.741665225e-06
328	5.533417121e-06
329	5.332722344e-06
330	5.139306918e-06
331	4.955797259e-06
332	4.776059559e-06
333	4.602840824e-06
334	4.435904608e-06
335	4.275023041e-06
336	4.123860009e-06
337	3.974293117e-06
338	3.83015099e-06
339	3.691236867e-06
340	3.557361123e-06
341	3.428341011e-06
342	3.304000414e-06
343	3.186176403e-06
344	3.070623235e-06
345	2.95926097e-06
346	2.851937609e-06
347	2.748506661e-06
348	2.648826953e-06
349	2.554568641e-06
350	2.46192617e-06
351	2.372643522e-06
352	2.286598844e-06
353	2.203674702e-06
354	2.123757922e-06
355	2.046739433e-06
356	1.972514122e-06
357	1.902747511e-06
358	1.833742929e-06
359	1.76724093e-06
360	1.703150749e-06
361	1.641384916e-06
362	1.58185913e-06
363	1.52449215e-06
364	1.469205681e-06
365	1.417336987e-06
366	1.365935643e-06
367	1.317363006e-06
368	1.269589284e-06
369	1.223548115e-06
370	1.179176663e-06
371	1.136414375e-06
372	1.095202889e-06
373	1.055485964e-06
374	1.017209397e-06
375	9.81330627e-07
376	9.457426178e-07
377	9.117259919e-07
378	8.786621812e-07
379	8.467974702e-07
380	8.160883707e-07
381	7.864929718e-07
382	7.579708824e-07
383	7.304831767e-07
384	7.039923402e-07
385	6.790022018e-07
386	6.543793457e-07
387	6.306494236e-07
388	6.077800526e-07
389	5.857400245e-07
390	5.644992627e-07
391	5.445905112e-07
392	5.248416043e-07
393	5.062379094e-07
394	4.878805991e-07
395	4.701889865e-07
396	4.531389305e-07
397	4.367071652e-07
398	4.208712688e-07
399	4.056096324e-07
400	3.91019699e-07
401	3.768405316e-07
402	3.631755457e-07
403	3.500060948e-07
404	3.373142089e-07
405	3.250825692e-07
406	3.136188142e-07
407	3.022462096e-07
408	2.912860172e-07
409	2.807232811e-07
410	2.705435874e-07
411	2.607330452e-07
412	2.515095768e-07
413	2.423896534e-07
414	2.336004355e-07
415	2.251299308e-07
416	2.171977219e-07
417	2.093218469e-07
418	2.017315705e-07
419	1.944697004e-07
420	1.874179783e-07
421	1.806219688e-07
422	1.741235859e-07
423	1.678096433e-07
424	1.617246596e-07
425	1.558603317e-07
426	1.50208658e-07
427	1.44761927e-07
428	1.395127066e-07
429	1.344538344e-07
430	1.295784079e-07
431	1.248797746e-07
432	1.203515234e-07
433	1.159874759e-07
434	1.117816773e-07
435	1.077623199e-07
436	1.038547686e-07
437	1.000889128e-07
438	9.645961414e-08
439	9.296192077e-08
440	8.959106014e-08
441	8.6342433e-08
442	8.323974363e-08
443	8.022141584e-08
444	7.731253801e-08
445	7.450914123e-08
446	7.180740042e-08
447	6.927441816e-08
448	6.676244647e-08
449	6.434156483e-08
450	6.200846973e-08
451	5.975997791e-08
452	5.761237787e-08
453	5.558281893e-08
454	5.356728609e-08
455	5.162484242e-08
456	4.975283743e-08
457	4.794871667e-08
458	4.644066416e-08
459	4.475656209e-08
460	4.313353347e-08
461	4.156936347e-08
462	4.006191744e-08
463	3.860913826e-08
464	3.720904336e-08
465	3.585972219e-08
466	3.455933342e-08
467	3.330610245e-08
468	3.209831907e-08
469	3.093433516e-08
470	2.981256218e-08
471	2.87314694e-08
472	2.771412894e-08
473	2.670917614e-08
474	2.574066547e-08
475	2.481602741e-08
476	2.391616361e-08
477	2.304893116e-08
478	2.221314668e-08
479	2.140766985e-08
480	2.063140159e-08
481	1.988328265e-08
482	1.916229224e-08
483	1.846744663e-08
484	1.779779765e-08
485	1.715243164e-08
486	1.653046796e-08
487	1.593105804e-08
488	1.535338398e-08
489	1.479665747e-08
490	1.426011907e-08
491	1.374303653e-08
492	1.324470437e-08
493	1.27644427e-08
494	1.230159615e-08
495	1.185553325e-08
496	1.142564535e-08
497	1.101134592e-08
498	1.065660324e-08
499	1.027352333e-08
500	9.901014027e-09
501	9.542012053e-09
502	9.199222774e-09
503	8.865666635e-09
504	8.544205281e-09
505	8.234400289e-09
506	7.938792375e-09
507	7.650938559e-09
508	7.373522388e-09
509	7.109018558e-09
510	6.858671456e-09
511	6.609976774e-09
512	6.370299977e-09
513	6.139314103e-09
514	5.91670402e-09
515	5.702165927e-09
516	5.495407211e-09
517	5.319399936e-09
518	5.128295194e-09
519	4.948364601e-09
520	4.768941403e-09
521	4.596024141e-09
522	4.429376902e-09
523	4.268772347e-09
524	4.113991265e-09
525	3.964822589e-09
526	3.821062769e-09
527	3.682515684e-09
528	3.548992317e-09
529	3.420310482e-09
530	3.29741555e-09
531	3.179018446e-09
532	3.063750822e-09
533	2.95382542e-09
534	2.846722797e-09
535	2.743503667e-09
536	2.644027332e-09
537	2.548157984e-09
538	2.455764852e-09
539	2.367722624e-09
540	2.281871732e-09
541	2.199133707e-09
542	2.119395804e-09
543	2.043477222e-09
544	1.969383007e-09
545	1.89797546e-09
546	1.829157182e-09
547	1.762834243e-09
548	1.698916106e-09
549	1.637315672e-09
550	1.577948814e-09
551	1.520734561e-09
552	1.466309027e-09
553	1.413142542e-09
554	1.36190389e-09
555	1.312523106e-09
556	1.264932927e-09
557	1.219068351e-09
558	1.174866739e-09
559	1.132267905e-09
560	1.091213746e-09
561	1.051648176e-09
562	1.013517206e-09
563	9.767688358e-10
564	9.413529292e-10
565	9.072212498e-10
566	8.752752939e-10
567	8.435387793e-10
568	8.129531057e-10
569	7.834764723e-10
570	7.550685952e-10
571	7.276908204e-10
572	7.013057314e-10
573	6.758773528e-10
574	6.513710181e-10
575	6.2775335e-10
576	6.04991993e-10
577	5.830559669e-10
578	5.619152932e-10
579	5.415411935e-10
580	5.219058386e-10
581	5.052746701e-10
582	4.875590384e-10
583	4.698813712e-10
584	4.528446463e-10
585	4.364256899e-10
586	4.206019892e-10
587	4.053521054e-10
588	3.90655126e-10
589	3.764910113e-10
590	3.628404926e-10
591	3.496849048e-10
592	3.370064005e-10
593	3.247875655e-10
594	3.130117478e-10
595	3.016628774e-10
596	2.907255272e-10
597	2.801847327e-10
598	2.700261518e-10
599	2.602357991e-10
600	2.508004099e-10
601	2.417071698e-10
602	2.329436676e-10
603	2.244978773e-10
604	2.163583746e-10
605	2.085139639e-10
606	2.009539868e-10
607	1.936681337e-10
608	1.86646402e-10
609	1.798792384e-10
610	1.733575133e-10
611	1.670722209e-10
612	1.618232563e-10
613	1.559563825e-10
614	1.503021882e-10
615	1.449001519e-10
616	1.396469133e-10
617	1.345840484e-10
618	1.297501401e-10
619	1.250460881e-10
620	1.205125065e-10
621	1.161434082e-10
622	1.119747966e-10
623	1.079151338e-10
624	1.040448115e-10
625	1.002672127e-10
626	9.663211448e-11
627	9.312881971e-11
628	8.975248852e-11
629	8.649857294e-11
630	8.336264014e-11
631	8.034040124e-11
632	7.742773436e-11
633	7.462067096e-11
634	7.19154006e-11
635	6.968401324e-11
636	6.715752596e-11
637	6.472266249e-11
638	6.237183376e-11
639	6.011054146e-11
640	5.793118383e-11
641	5.582760058e-11
642	5.380355067e-11
643	5.185286304e-11
644	4.997298739e-11
645	4.815897892e-11
646	4.641301237e-11
647	4.472870659e-11
648	4.310708405e-11
649	4.154429616e-11
650	4.003816291e-11
651	3.858663219e-11
652	3.718770373e-11
653	3.58559432e-11
654	3.455597722e-11
655	3.330316403e-11
656	3.209520656e-11
657	3.093169623e-11
658	2.981035722e-11
659	2.872963902e-11
660	2.768809956e-11
661	2.668436029e-11
662	2.571700599e-11
663	2.478472392e-11
664	2.388618331e-11
665	2.302026461e-11
666	2.218571005e-11
667	2.138144671e-11
668	2.060628177e-11
669	1.985922224e-11
670	1.913925212e-11
671	1.84454027e-11
672	1.777669016e-11
673	1.713217874e-11
674	1.651138543e-11
675	1.591277139e-11
676	1.533590201e-11
677	1.477998225e-11
678	1.424422787e-11
679	1.372790144e-11
680	1.323030575e-11
681	1.275065156e-11
682	1.228846051e-11
683	1.184295634e-11
684	1.141364585e-11
685	1.099989111e-11
686	1.060110638e-11
687	1.021677406e-11
688	9.846339221e-12
689	9.489397722e-12
690	9.145410495e-12
691	8.813905597e-12
692	8.494378969e-12
693	8.186475603e-12
694	7.889675891e-12
695	7.603697311e-12
696	7.328054378e-12
697	7.062369665e-12
698	6.806325035e-12
699	6.559646046e-12
700	6.321859811e-12
701	6.092732001e-12
702	5.871858015e-12
703	5.658965703e-12
704	5.453832537e-12
705	5.256087375e-12
706	5.065571469e-12
707	4.881917792e-12
708	4.70500177e-12
709	4.558984847e-12
710	4.39367135e-12
711	4.234388966e-12
712	4.080908821e-12
713	3.932936511e-12
714	3.790348149e-12
715	3.652937272e-12
716	3.520536687e-12
717	3.392855387e-12
718	3.269838962e-12
719	3.15129953e-12
720	3.037072496e-12
721	2.92693547e-12
722	2.820868187e-12
723	2.718617399e-12
724	2.62001444e-12
725	2.525049883e-12
726	2.433471194e-12
727	2.345211224e-12
728	2.260242582e-12
729	2.178354987e-12
730	2.099448291e-12
731	2.023298983e-12
732	1.949983259e-12
733	1.879298186e-12
734	1.811141341e-12
735	1.745489648e-12
736	1.682177345e-12
737	1.621146437e-12
738	1.56243331e-12
739	1.50579102e-12
740	1.451202897e-12
741	1.398603889e-12
742	1.347906802e-12
743	1.298986447e-12
744	1.251896503e-12
745	1.206501494e-12
746	1.162802906e-12
747	1.120677608e-12
748	1.080090593e-12
749	1.040957544e-12
750	1.003239193e-12
751	9.668502478e-13
752	9.318073512e-13
753	8.980336273e-13
754	8.65555583e-13
755	8.341293335e-13
756	8.038786452e-13
757	7.747719167e-13
758	7.46680777e-13
759	7.197008038e-13
760	6.936667632e-13
761	6.68501297e-13
762	6.442785759e-13
763	6.209440418e-13
764	5.984095679e-13
765	5.766564687e-13
766	5.55768685e-13
767	5.355677129e-13
768	5.161694591e-13
769	4.974679865e-13
770	4.794625406e-13
771	4.620714679e-13
772	4.452981494e-13
773	4.291298708e-13
774	4.135408497e-13
775	3.985511818e-13
776	3.841528919e-13
777	3.703133863e-13
778	3.568496557e-13
779	3.439538519e-13
780	3.318312675e-13
781	3.198058855e-13
782	3.081564416e-13
783	2.969805935e-13
784	2.862159427e-13
785	2.758420469e-13
786	2.658025889e-13
787	2.561898777e-13
788	2.469418074e-13
789	2.379681071e-13
790	2.293336726e-13
791	2.210751272e-13
792	2.130228893e-13
793	2.053222968e-13
794	1.978875503e-13
795	1.907330254e-13
796	1.837976245e-13
797	1.77101103e-13
798	1.706688512e-13
799	1.644813586e-13
800	1.585461322e-13
801	1.527923343e-13
802	1.472462252e-13
803	1.419222771e-13
804	1.367973884e-13
805	1.318546347e-13
806	1.270720911e-13
807	1.224833449e-13
808	1.180760071e-13
809	1.13791977e-13
810	1.097001663e-13
811	1.057273783e-13
812	1.018778196e-13
813	9.840557698e-14
814	9.482961174e-14
815	9.137813198e-14
816	8.80253702e-14
817	8.485494564e-14
818	8.176687899e-14
819	7.872552521e-14
820	7.587869767e-14
821	7.316649362e-14
822	7.049103273e-14
823	6.796107633e-14
824	6.548767384e-14
825	6.30879738e-14
826	6.08498999e-14
827	5.86733926e-14
828	5.654344607e-14
829	5.445033605e-14
830	5.252602907e-14
831	5.062294597e-14
832	4.878152428e-14
833	4.698091403e-14
834	4.528445516e-14
835	4.367593754e-14
836	4.210422998e-14
837	4.053259804e-14
838	3.905447572e-14
839	3.758637652e-14
840	3.626481463e-14
841	3.496844855e-14
842	3.371265885e-14
843	3.253728343e-14
844	3.13621406e-14
845	3.021200045e-14
846	2.909886671e-14
847	2.805974682e-14
848	2.705765916e-14
849	2.610224342e-14
850	2.519241808e-14
851	2.428288816e-14
852	2.341031566e-14
853	2.254771408e-14
854	2.168549211e-14
855	2.088768374e-14
856	2.018932228e-14
857	1.949133461e-14
858	1.87937624e-14
859	1.811700441e-14
860	1.748793843e-14
861	1.685934347e-14
862	1.625569155e-14
863	1.569833995e-14
864	1.514150862e-14
865	1.458525713e-14
866	1.406599947e-14
867	1.354743913e-14
868	1.302965937e-14
869	1.257387609e-14
870	1.213885425e-14
871	1.172902654e-14
872	1.13401655e-14
873	1.098810842e-14
874	1.063681105e-14
875	1.029075918e-14
876	9.935506104e-15
877	9.581366928e-15
878	9.228469883e-15
879	8.876963111e-15
880	8.607877816e-15
881	8.267762278e-15
882	7.999609888e-15
883	7.73574001e-15
884	7.496812104e-15
885	7.259669094e-15
886	7.024491754e-15
887	6.80040895e-15
888	6.578603237e-15
889	6.359312887e-15
890	6.142807291e-15
891	5.967544861e-15
892	5.795098831e-15
893	5.6257282e-15
894	5.45971919e-15
895	5.297387849e-15
896	5.172658236e-15
897	5.099358162e-15
898	5.027869361e-15
899	4.972651976e-15
900	4.918596882e-15
901	4.865742815e-15
902	4.814129333e-15
903	4.76379676e-15
904	4.714786119e-15
905	4.651812813e-15
906	4.622988887e-15
907	4.577259053e-15
908	4.549889502e-15
909	4.506335987e-15
910	4.464321205e-15
911	4.423888996e-15
912	4.385083138e-15
913	4.347947176e-15
914	4.325208598e-15
915	4.303368368e-15
916	4.28244023e-15
917	4.26243762e-15
918	4.230443914e-15
919	4.212275642e-15
920	4.183042277e-15
921	4.15571288e-15
922	4.140393132e-15
923	4.140393132e-15
924	4.140393132e-15
925	4.140393132e-15
926	4.140393132e-15
927	4.140393132e-15
928	4.140393132e-15
929	4.140393132e-15
930	4.140393132e-15
931	4.140393132e-15
932	4.140393132e-15
933	4.140393132e-15
934	4.140393132e-15
935	4.140393132e-15
936	4.140393132e-15
937	4.140393132e-15
938	4.140393132e-15
939	4.140393132e-15
940	4.140393132e-15
941	4.140393132e-15
942	4.140393132e-15
943	4.140393132e-15
944	4.140393132e-15
945	4.126078786e-15
946	4.126078786e-15
947	4.126078786e-15
948	4.126078786e-15
949	4.126078786e-15
950	4.126078786e-15
951	4.126078786e-15
952	4.126078786e-15
953	4.126078786e-15
954	4.126078786e-15
955	4.126078786e-15
956	4.126078786e-15
957	4.126078786e-15
958	4.126078786e-15
959	4.126078786e-15
960	4.126078786e-15
961	4.126078786e-15
962	4.126078786e-15
963	4.126078786e-15
964	4.126078786e-15
965	4.126078786e-15
966	4.126078786e-15
967	4.126078786e-15
968	4.126078786e-15
969	4.126078786e-15
970	4.126078786e-15
971	4.126078786e-15
972	4.126078786e-15
973	4.126078786e-15
974	4.126078786e-15
975	4.126078786e-15
976	4.126078786e-15
977	4.126078786e-15
978	4.126078786e-15
979	4.126078786e-15
980	4.126078786e-15
981	4.126078786e-15
982	4.126078786e-15
983	4.126078786e-15
984	4.126078786e-15
985	4.126078786e-15
986	4.126078786e-15
987	4.126078786e-15
988	4.126078786e-15
989	4.126078786e-15
990	4.126078786e-15
991	4.126078786e-15
992	4.126078786e-15
993	4.126078786e-15
994	4.126078786e-15
995	4.126078786e-15
996	4.126078786e-15
997	4.126078786e-15
998	4.126078786e-15
999	4.126078786e-15

	4.267006907e-15

